internal_id,lichess_game_id,move_number,lichess_url,fen,best_move,difficulty,initiative,development,endgame,space,trading,prophylaxis,coordination,exploitingweakness,kingsafety,restriction,fixingstructure,centrecontrol,other,side_to_move
31955,tLfDuwaY,46,https://lichess.org/tLfDuwaY#46,r3r1k1/pp1q1p2/2n3pB/3p4/2pP4/2P1P3/PP2BPb1/R2QK2R w Q - 2 24,h1h2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,w
31956,D8xTJbkN,42,https://lichess.org/D8xTJbkN#42,r2r2k1/pp1q1ppb/2pp3p/4n3/2P1P2P/4NP2/PP1QB1P1/2KR3R w - - 2 22,f3f4,2,1,0,0,1,0,0,0,0,0,1,0,0,0,w
31957,RVpWescV,12,https://lichess.org/RVpWescV#12,rnb1k1nr/pp1p1ppp/4p3/1Bp5/4PP2/6Pq/PPPP3P/RNBQK2R w KQkq - 1 7,b5f1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,w
31958,xfgvPLsa,33,https://lichess.org/xfgvPLsa#33,r4rk1/2q2ppp/2p1p3/p1Pp4/8/P1P2Q1P/1P3PP1/R4RK1 b - - 0 17,a5a4,2,0,0,0,0,0,1,0,0,0,0,1,0,0,b
31959,Mh1WxwM1,51,https://lichess.org/Mh1WxwM1#51,1qr3k1/p2nb1pp/1p2pr2/3p1p2/PP1N4/2P1PPP1/1R1QN1KP/5R2 b - - 0 26,d7e5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,b
31960,jeIWQj3a,36,https://lichess.org/jeIWQj3a#36,2kr4/ppq2pr1/1np1p2p/3nPb2/8/1PP2NP1/PB2BP1P/R2QK2R w KQ - 1 19,d1c1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,w
31961,J1QigN2n,17,https://lichess.org/J1QigN2n#17,r1b1kb1r/ppqnpppp/2p2n2/8/8/2N2NP1/PPQ2PBP/R1BR2K1 b kq - 5 9,e7e5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,b
31963,mRGY0fEj,16,https://lichess.org/mRGY0fEj#16,r1bqkb1r/pp2np2/1npBp2p/6p1/2BPP3/5N1P/PPP2PP1/RN1Q1RK1 w kq - 1 9,d6e5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,w
31964,CtGEM1uj,31,https://lichess.org/CtGEM1uj#31,r1bqr1k1/1p3p1p/p1p3pb/3pn3/3Q4/1P2P1P1/PB2NPBP/2R2RK1 b - - 1 16,h6g7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,b
31966,EZ2Mueld,44,https://lichess.org/EZ2Mueld#44,1r6/p1k2p2/2p3pp/8/1PnN4/P7/1KP2PPP/3R4 w - - 3 23,b2b3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,w
31967,AQAsHnGK,41,https://lichess.org/AQAsHnGK#41,3r1k2/ppp1qp2/5n2/2b1p1B1/4P2P/2P3R1/PP2QPP1/6K1 b - h3 0 21,e7e6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,b
31969,pSKFGoVs,33,https://lichess.org/pSKFGoVs#33,r4rk1/p5pp/npp1q3/3pP3/4pB2/2P3Q1/PP3PPP/R3R1K1 b - - 1 17,a6c5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,b
31970,bMwJFjYg,18,https://lichess.org/bMwJFjYg#18,r2qk2r/pppbpp2/2np1np1/7p/4P1P1/2PP1P2/PBPQ3P/2KR1BNR w kq h6 0 10,g4g5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,w
31972,lOfAbhlf,79,https://lichess.org/lOfAbhlf#79,8/2p2k2/3p1b2/pPpPn3/P3P3/6Rr/4KB2/3N4 b - - 1 40,h3h4,2,0,0,0,0,1,0,1,0,0,0,0,0,0,b
31973,QsGkk3ur,34,https://lichess.org/QsGkk3ur#34,r2qrbk1/5p2/2p2npQ/pp1pN3/3P2pP/6N1/PPP2PP1/2KR3R w - - 2 18,h6f4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,w
31974,HLKgYZRk,25,https://lichess.org/HLKgYZRk#25,r3kb1r/pb1p1ppp/4p3/1p2Nq2/2pPn3/P1P5/1P2QPPP/R1B1RNK1 b kq - 1 13,f7f6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,b
31975,0yGKdcmo,38,https://lichess.org/0yGKdcmo#38,2k1r3/2p2p1p/3p4/ppbP4/5BP1/5P1P/PPP5/2KR4 w - - 0 20,c1d2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,w
31977,54imOtKu,38,https://lichess.org/54imOtKu#38,3q1k1r/Q2npp2/3p2p1/2nP3p/2P5/2b1BP2/P3BP1P/1R2K2R w K - 2 20,e1f1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,w
31978,cRKVXtXG,87,https://lichess.org/cRKVXtXG#87,8/5pk1/3b2pp/8/2Bp4/pr4PP/R3PPK1/8 b - - 2 44,b3c3,2,0,0,1,0,1,0,0,0,0,0,0,0,0,b
31979,vL8oaZN3,16,https://lichess.org/vL8oaZN3#16,r3kbnr/ppp1q1pp/2np4/4p3/2PPPB2/5N2/PP4PP/RN1QK2R w KQkq - 0 9,f4g5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,w
31980,TWtZe2Pt,11,https://lichess.org/TWtZe2Pt#11,r1bqk1nr/pp1p1ppp/1bn5/4p3/4N3/4PN2/PPP2PPP/R1BQKB1R b KQkq - 0 6,d7d5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,b
31981,EIWU0byO,32,https://lichess.org/EIWU0byO#32,r4rk1/p1pq1p1p/2pn2p1/3p1b2/3P1B2/2PBPP2/P1Q3PP/R4RK1 w - - 1 17,e3e4,1,0,0,0,1,1,0,0,0,0,1,0,0,0,w
31982,ZxIP4rLd,14,https://lichess.org/ZxIP4rLd#14,r1bqk2r/p2pnpbp/2p1p1p1/2p5/4P3/2N2N1P/PPPP1PP1/R1BQ1RK1 w kq - 2 8,e4e5,2,0,0,0,1,0,0,0,0,0,1,0,0,0,w
31983,smMxjGBI,17,https://lichess.org/smMxjGBI#17,rnbqk2N/ppp1b2p/5n2/4Q3/2p1p3/8/PPPP1PPP/RNB2RK1 b q - 1 9,b8c6,1,0,1,0,0,0,0,1,0,1,0,0,0,0,b
31985,0sJlR6vT,24,https://lichess.org/0sJlR6vT#24,r2q1rk1/1b1pbppp/2p1pn2/p7/2P1P3/1P3B2/PB1N1PPP/R2Q1RK1 w - - 1 13,e4e5,2,0,0,0,1,0,0,0,0,0,1,0,0,0,w
31986,JW8u7ZZg,29,https://lichess.org/JW8u7ZZg#29,r3r1k1/1pqn1ppp/2pb1p2/p7/P2P4/2P1B2P/1P1NQPP1/R4RK1 b - - 0 15,f6f5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,b
31987,PaIjANIW,22,https://lichess.org/PaIjANIW#22,r1b1k1nr/ppp1qpp1/3p2np/4P3/P1BP4/B1P2Q2/2P2PPP/R3K2R w KQkq - 0 12,e1g1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,w
31988,YfDgtsT7,69,https://lichess.org/YfDgtsT7#69,2rr3k/6p1/1Qnp2Pn/p6P/P3P3/8/6K1/4R3 b - - 0 35,c6e5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,b
31990,UpQCpfYe,67,https://lichess.org/UpQCpfYe#67,8/pp2k3/2p3n1/4p3/1bP1P1p1/1P4P1/P2N4/1N5K b - - 2 34,e7d6,3,0,0,1,0,0,0,0,1,0,0,0,0,0,b
31991,9Y4Tene3,31,https://lichess.org/9Y4Tene3#31,r1b2rk1/p2p1p1p/2p1p1p1/4qn2/2B1N3/7Q/PPP2PPP/3RR1K1 b - - 1 16,d7d5,2,0,0,0,1,0,0,0,0,0,1,0,0,0,b
31997,tlguU7bH,32,https://lichess.org/tlguU7bH#32,r2q1rk1/3n1p1p/3b1np1/pb1pN3/2pP4/2P1N3/1PQ1BPPP/R1B1R1K1 w - - 2 17,f2f4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,w
31998,17ZvScbG,22,https://lichess.org/17ZvScbG#22,r3k1nr/pp1n1pbp/1q1p2p1/4p3/PpPP4/4PB2/1B3PPP/RN1Q1RK1 w kq e6 0 12,a4a5,2,1,1,0,0,0,0,0,0,0,1,0,0,0,w
31999,jYWlxxqJ,16,https://lichess.org/jYWlxxqJ#16,rnb1k2r/pppp1pp1/5q2/7p/3bP3/2N3P1/PPP1QP1P/R1B1KB1R w KQkq h6 0 9,c3d5,2,1,1,0,0,0,0,1,0,0,0,0,0,0,w
32000,4LOvW7eX,29,https://lichess.org/4LOvW7eX#29,r2qk2r/pp3pp1/2p1pnp1/3pP3/5PP1/1NP1P2P/PP6/R2QK2R b KQkq - 0 15,f6e4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,b
32002,z8l7BgA0,31,https://lichess.org/z8l7BgA0#31,2kr3r/ppp3pp/4B3/2b1n3/5p2/3P1P2/PPP3KP/5RNR b - - 4 16,c8b8,3,0,0,1,0,0,0,1,0,0,0,0,0,0,b
32003,w92e7JIc,35,https://lichess.org/w92e7JIc#35,r2r2k1/pb3pbp/1pn1n1p1/4p3/1P2B3/PNP3P1/1B1N1P1P/R4RK1 b - - 2 18,f7f5,2,0,0,1,1,0,0,0,0,0,1,0,0,0,b
32004,jbvjjlPW,47,https://lichess.org/jbvjjlPW#47,3r1b1r/p1knp2p/1p1q2p1/2p5/3P3P/3BPN2/PPK1Q3/2B3R1 b - - 1 24,f8h6,3,0,1,0,0,0,1,1,0,0,0,0,0,0,b
32005,I1zISIra,18,https://lichess.org/I1zISIra#18,r2qkb1r/ppp1p1pp/1nn2p2/8/2PP4/5P2/PP2BP1P/RNBQK2R w KQkq - 1 10,d4d5,2,1,0,0,1,0,0,0,0,0,1,0,0,0,w
32006,BCmGDbWp,24,https://lichess.org/BCmGDbWp#24,r3kb1r/p1qnpppp/1pp5/8/4B3/8/PPP2PPP/R1BQR1K1 w kq - 1 13,d1f3,3,1,1,0,0,0,0,1,0,0,0,0,0,0,w
32008,fSUelhwL,29,https://lichess.org/fSUelhwL#29,3rkb1r/ppp3pp/1n2bn2/5p2/P1P1p2P/1P2P1N1/1B1NBPP1/R2K3R b - - 0 15,f8b4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,b
32009,A47VuvPE,28,https://lichess.org/A47VuvPE#28,r4r1k/pp4pp/1qn1Qn2/8/8/2N5/PPP2PPP/R1B1K2R w KQ - 1 15,e1g1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,w
32010,E9yBwDJj,16,https://lichess.org/E9yBwDJj#16,rnb1k2r/bpqp1ppp/p3pn2/8/2P1P3/1N1B4/PP2QPPP/RNB1K2R w KQkq - 1 9,e4e5,2,1,0,0,1,0,0,0,0,0,1,0,1,0,w
32011,BocWVyoK,57,https://lichess.org/BocWVyoK#57,1k3r2/1pp2rp1/p6p/3p2qR/3P2P1/P4P2/KP2Q3/5R2 b - - 1 29,g5d8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,b
32012,VJNEtLHb,18,https://lichess.org/VJNEtLHb#18,rn1qk2r/1bppnpb1/p3p2p/4P1p1/1p1P4/2NBBN1P/PPP1QPP1/R3K2R w KQkq - 0 10,c3e4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,w
32013,MMBmhHop,28,https://lichess.org/MMBmhHop#28,r4rk1/pp2ppbp/1qn3p1/4P3/3PQ3/7P/PP1BBPP1/R3K2R w KQ - 3 15,d2c3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,w
32014,vEgLndJa,90,https://lichess.org/vEgLndJa#90,8/8/4k2p/1p4p1/1PpP4/2K1P1PP/6N1/n7 w - - 0 46,e3e4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,w
32015,6sqEKzIx,36,https://lichess.org/6sqEKzIx#36,2r4r/1b1k3p/pp2pqp1/2bp4/3N1PQ1/2P5/PP4PP/R1B2RK1 w - - 1 19,c1e3,3,0,0,0,0,0,0,1,1,1,0,0,0,0,w
32018,Y8dI4z5A,46,https://lichess.org/Y8dI4z5A#46,rn6/3k1ppp/2bPp3/pN4P1/PpB5/1P6/5PP1/3R2K1 w - - 1 24,b5c7,3,0,0,1,0,0,0,1,0,0,0,0,0,0,w
32023,61h0l2qv,34,https://lichess.org/61h0l2qv#34,r2q1rk1/pp1b2n1/2p1p1p1/3nPpNp/3P4/1P1BP2Q/PB4PP/R4RK1 w - - 0 18,h3g3,3,0,0,0,0,0,0,1,1,0,1,1,0,0,w
32026,1KXVxju9,39,https://lichess.org/1KXVxju9#39,r4rk1/ppn5/2p2q1p/2Pp1ppB/3Pn3/P1NQ3P/1P3PP1/R4RK1 b - - 4 20,c7e6,2,0,0,1,0,1,0,1,0,0,0,0,1,0,b
32027,BjHOIkSU,20,https://lichess.org/BjHOIkSU#20,rn1qkb1r/4npp1/b1p1p2p/p3P3/Pp1P4/1B2BN2/1P3PPP/RN1Q1RK1 w kq - 2 11,f1e1,3,1,1,0,0,0,0,1,0,0,0,0,1,0,w
32029,mlPIPAgm,24,https://lichess.org/mlPIPAgm#24,r1b1k1nr/1p1p1ppp/p3p3/8/3NP3/1QN1P1q1/PP6/R3KB1R w KQkq - 0 13,e1d2,3,1,1,0,0,0,0,1,1,0,0,0,0,0,w
32031,XZL6kmcR,29,https://lichess.org/XZL6kmcR#29,r1b2rk1/pp3ppp/1q2p3/3p1n2/1b3B2/1P3NP1/P1Q1PPBP/R4RK1 b - - 6 15,c8d7,3,0,0,0,0,0,0,1,1,0,0,0,0,0,b
32035,WapHQ8OS,34,https://lichess.org/WapHQ8OS#34,r2qr1k1/1n3ppp/1b1p1n2/pp2p1Bb/1P2P3/2PP1N1P/2B2PP1/R2QRNK1 w - - 0 18,f1g3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,w
32036,3iJlRTAF,30,https://lichess.org/3iJlRTAF#30,r3kb1r/1pq1npp1/p6p/5P2/4QP2/7P/PPP3P1/2KR1B1R w kq - 1 16,g2g4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,w
32037,7ltsZa6x,25,https://lichess.org/7ltsZa6x#25,r4rk1/3nbppp/b1p1pn2/pq1p4/3P4/1PN1PNP1/P4PBP/R1BQ1RK1 b - - 2 13,b5b4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,b
32038,UQQEk92b,20,https://lichess.org/UQQEk92b#20,r1b1k2r/p2p1p1p/1p2p3/2b3B1/4P1n1/2N5/PPP2PPP/R3KB1R w KQkq - 2 11,g5h4,2,0,0,0,0,1,1,1,0,0,0,0,0,0,w
32040,OyqfBPR1,35,https://lichess.org/OyqfBPR1#35,r2q1rk1/p2pn1pp/1p3p2/3Pp3/1Q6/2P1PN2/PP4PP/2KR3R b - - 0 18,e7f5,3,0,1,0,0,0,0,1,0,0,0,0,0,0,b
32042,1SRZEgUZ,39,https://lichess.org/1SRZEgUZ#39,r5k1/2p5/p5qp/1p6/4P1b1/3P4/PPP2QPP/R5K1 b - - 2 20,a8f8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,b
32043,gVUlUtPb,41,https://lichess.org/gVUlUtPb#41,2bq1rk1/2p3p1/1p1p2np/3Pp3/1PP1P3/2N3P1/3NQ2P/R5K1 b - - 0 21,d8g5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,b
32045,JpbOV2ap,45,https://lichess.org/JpbOV2ap#45,r4rkn/pp6/2ppp3/b1P5/3PP3/1B5P/PP3PP1/R4RK1 b - - 0 23,d6d5,1,0,0,0,0,0,0,0,0,0,1,1,1,0,b
32046,1Zu8BvWD,58,https://lichess.org/1Zu8BvWD#58,1r6/4k3/2pp1n2/p1b1p1p1/4P1P1/1P1B1RK1/PBP5/8 w - - 0 30,b2c1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,w
32047,OzdULiNS,11,https://lichess.org/OzdULiNS#11,r1bq1b1r/pppp1kpp/2n5/4p3/4N3/5N2/PPPP1PPP/R1BQK2R b KQ - 0 6,d7d5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,b
32048,6DT97iCJ,14,https://lichess.org/6DT97iCJ#14,1nbqk2r/r2p1ppp/p3pn2/1pb5/4P3/1BN5/PPP2PPP/R1BQK1NR w KQk - 2 8,e4e5,1,1,0,0,1,0,0,0,0,0,0,0,1,0,w
32050,a0HbofOV,29,https://lichess.org/a0HbofOV#29,4k2r/1pp2pp1/2b1pq1p/3p4/3P4/bQ2PN2/2PN1PPP/4K2R b Kk - 3 15,a3d6,2,0,0,0,0,0,1,1,0,0,0,0,0,0,b
32051,66zxTLjm,19,https://lichess.org/66zxTLjm#19,r2q1rk1/pp4pp/2nbbn2/2pppp2/5P2/2PPP1P1/PPQNN1BP/R1B2RK1 b - f3 0 10,e5e4,2,0,0,0,1,0,0,0,0,0,0,1,0,0,b
32052,pySDKW42,31,https://lichess.org/pySDKW42#31,2kr1b1r/1pp2p1p/pqp1bp2/8/8/P1NP1N2/2PQ1PPP/1R2R1K1 b - - 3 16,b6a5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,b
32053,gJ7GUKnC,28,https://lichess.org/gJ7GUKnC#28,2kr1b1r/pppq2pp/2np1p2/Q7/4PB2/2N5/PPP2PPP/R4RK1 w - - 2 15,a5a4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,w
32054,XvYijqoR,32,https://lichess.org/XvYijqoR#32,2r1k2r/1q2nppp/4pn2/1pPp4/p2P4/1P2PNP1/P2Q1PBP/2KR3R w k - 0 17,b3b4,2,0,0,0,0,0,0,0,0,1,0,1,0,0,w
32055,SsqQDHrf,60,https://lichess.org/SsqQDHrf#60,4r2k/6b1/7p/1ppB4/6N1/2PP4/1P2n1PP/5RK1 w - - 1 31,g1f2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,w
32056,qt4kVR3a,56,https://lichess.org/qt4kVR3a#56,2r5/2p2kpp/3b1p2/1p1P4/1P1B4/2P3P1/5P1P/2R3K1 w - - 3 29,c1a1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,w
32057,q1ZsszEm,40,https://lichess.org/q1ZsszEm#40,2k4r/ppp4q/2b3p1/3p1p2/3PpPn1/P1N1P1P1/1PPQ3P/R4RK1 w - - 3 21,h2h4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,w
32058,93rtFHbd,43,https://lichess.org/93rtFHbd#43,r3k2r/pp2pp2/1q1pb3/2p3p1/2P1P1Pp/1P2Q2P/P3B1P1/R4R1K b kq - 0 22,f7f6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,b
32059,WKNbw8dC,32,https://lichess.org/WKNbw8dC#32,1r1qr1k1/1p2bppp/p2p4/7n/P1BpPB2/3P2QP/1PP3P1/R4RK1 w - - 1 17,g3g4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,w
32061,Qg7gH2RY,22,https://lichess.org/Qg7gH2RY#22,r4rk1/p1q1bppp/b1N1pn2/2Pp2B1/3P4/8/PP3PPP/RN1QK2R w KQ - 1 12,d1a4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,w
32062,gfPAxhMN,47,https://lichess.org/gfPAxhMN#47,1r4k1/pqp2ppp/8/b2pP3/1Bp5/PrPb1PN1/RP1Q2PP/3R3K b - - 13 24,a5b6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,b
32065,5I4YnSiv,32,https://lichess.org/5I4YnSiv#32,r3r1k1/ppp2p1p/2nq2p1/5b2/8/1QP1BNP1/PP1NBK1P/R7 w - - 9 17,b3c4,3,0,0,0,0,0,1,1,0,0,0,0,0,0,w
32066,PYAglN3r,36,https://lichess.org/PYAglN3r#36,r2q2k1/5pp1/p1p1rn1p/2Pp3b/7B/1PP2N1P/5PP1/R2Q1RK1 w - - 1 19,g2g4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,w
32067,SS3n2fLP,28,https://lichess.org/SS3n2fLP#28,r1bq1r2/pp1p2kp/2nPp1p1/3pN3/8/3B4/PPPQ1PPP/R3K2R w KQ - 0 15,e5g4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,w
32068,40ZYDKVe,50,https://lichess.org/40ZYDKVe#50,2n5/5ppk/1B5p/p3r3/2P1p3/P7/2P2PPP/5RK1 w - - 0 26,b6d4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,w
32070,yfXdfzzP,14,https://lichess.org/yfXdfzzP#14,rnbqkb1r/ppp1n3/3p1pPp/4p3/5PP1/4P3/PPPP4/RNBQKBNR w KQkq - 1 8,f4f5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,w
32071,9pV8eMWO,42,https://lichess.org/9pV8eMWO#42,q2r2k1/p2n1pp1/8/7p/1P3p1P/2P2P2/P1QNP3/R4K2 w - - 0 22,d2e4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,w
32072,jJGmvVVr,19,https://lichess.org/jJGmvVVr#19,r1bq1rk1/ppp2ppp/2nb4/4p3/7R/3B1N2/PPP2PPP/R1BQ2K1 b - - 2 10,h7h6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,b
32073,AiWN52U9,78,https://lichess.org/AiWN52U9#78,4b3/ppp5/3p1k2/3P4/2PpP1B1/6K1/PP4P1/8 w - - 1 40,g3f4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,w
32074,5JWULHKm,14,https://lichess.org/5JWULHKm#14,r2qkbnr/1b1p1ppp/2n1p3/p7/1p1PP3/3B4/PBPN1PPP/R2QK1NR w KQkq - 3 8,d4d5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,w
32075,G7YZIIH8,16,https://lichess.org/G7YZIIH8#16,rn1qk2r/pp3ppp/3bp3/3p4/3P2n1/2N5/PP2PPPP/R1BQKB1R w KQkq - 0 9,e2e4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,w
32077,i0LTMXuM,23,https://lichess.org/i0LTMXuM#23,r1b1k1nr/pppp1ppp/6q1/2b1P3/2Q5/2Pp1N2/P4PPP/RNB1R1K1 b kq - 0 12,b7b6,2,0,1,0,0,0,0,1,0,0,0,0,0,0,b
32078,1REDrXPa,35,https://lichess.org/1REDrXPa#35,r3k2r/3n2p1/p1pqp1p1/3p2Pp/3P3P/2N2P2/PPPQ4/2KR3R b kq - 2 18,e8g8,2,0,1,0,0,0,0,1,0,1,0,0,0,0,b
32081,hKWlwSvA,27,https://lichess.org/hKWlwSvA#27,rnbq1r2/1p1n1pbk/p2p3p/2pP2pP/4P1P1/2N1BP2/PP1QN3/R3KB1R b KQ - 1 14,d7e5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,b
32083,z0sA9CmP,41,https://lichess.org/z0sA9CmP#41,3r2k1/pp2bppp/2p5/4q3/2B1p1Q1/2P1P1P1/PPK4P/7R b - - 2 21,b7b5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,b
32085,TjL8ngeO,12,https://lichess.org/TjL8ngeO#12,r1bqk2r/ppppbppp/2n2n2/8/4PB2/2N5/PPP2PPP/R2QKBNR w KQkq - 4 7,e4e5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,w
32086,pBxZG1W9,20,https://lichess.org/pBxZG1W9#20,r2qkb1r/pppb1ppp/2n5/1B2P3/6n1/2N2N2/PPP3PP/R1BQK2R w KQkq - 1 11,d1e2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,w
32087,aOCpgZ7S,38,https://lichess.org/aOCpgZ7S#38,r4rk1/5p1p/2q1p1pQ/3pR3/3P4/2p5/PPP2PPP/R5K1 w - - 0 20,b2b3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,w
32090,E4E4oFzB,12,https://lichess.org/E4E4oFzB#12,r1bqkb1r/1p1ppppp/p4n2/8/3QP3/2N5/PPP2PPP/R1B1KB1R w KQkq - 1 7,e4e5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,w
32092,4co1oHjE,14,https://lichess.org/4co1oHjE#14,r1bqk2r/pp1pppbp/5np1/6B1/3QP3/2N5/PPP2PPP/R3KB1R w KQkq - 3 8,e4e5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,w
32094,yDvxJuZ8,42,https://lichess.org/yDvxJuZ8#42,2r3k1/4bppp/p3p2n/q1PpP3/3QbP2/2R1BN1P/6P1/5RK1 w - - 4 22,g2g4,2,0,0,0,1,0,1,0,0,0,1,0,0,0,w
32095,2JTpDsWC,66,https://lichess.org/2JTpDsWC#66,q2r2k1/5ppp/2p3b1/1pNnP3/1P6/PN3Q2/5PPP/4R1K1 w - - 4 34,b3a5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,w
32096,yJGIAlko,20,https://lichess.org/yJGIAlko#20,r3kbnr/pp1nppp1/2p5/7p/3P2qP/3B2N1/PPP2PP1/R1BQK2R w KQkq - 2 11,d3e2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,w
32097,CdkdHZwR,18,https://lichess.org/CdkdHZwR#18,r2qk2r/pbpnbppp/1p2pn2/1B6/3PP3/2N2N2/PP3PPP/R1BQR1K1 w kq - 6 10,f3e5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,w
32099,aMfJo9ET,30,https://lichess.org/aMfJo9ET#30,r4rk1/ppqb1ppp/2n1p3/4P3/3p4/P2Q1N2/P2P1PPP/1RB1R1K1 w - - 1 16,f3g5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,w
32103,xcaWe0HW,12,https://lichess.org/xcaWe0HW#12,r1bqkb1r/3ppppp/p1p2n2/8/4P3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 7,e4e5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,w
32104,YgBF9rsw,24,https://lichess.org/YgBF9rsw#24,r3kb1r/1p1bnppp/1q6/p2PPp2/3p4/P4N2/1P3PPP/RNBQ1RK1 w kq - 1 13,d5d6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,w
32106,qFJxgqEp,32,https://lichess.org/qFJxgqEp#32,2kr3r/ppp2pp1/6qp/2p5/4PPP1/3P3P/PPP5/R2Q1RK1 w - - 1 17,b2b3,3,0,0,0,0,0,1,0,0,0,0,1,0,0,w
32108,ZNuNViT3,23,https://lichess.org/ZNuNViT3#23,r1bqr1k1/pp3p1p/2n1pbp1/3p4/8/1P3NP1/P1PPNPBP/1R1Q1RK1 b - - 1 12,e6e5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,b
32113,lgj1F4Jg,35,https://lichess.org/lgj1F4Jg#35,r2r2k1/ppp1p2p/5ppB/3qb2n/7Q/2P2P2/PP2BP1P/R3K1R1 b Q - 3 18,g8h8,1,0,0,0,0,0,1,0,0,1,0,0,0,0,b
32114,0Hlmd7oL,32,https://lichess.org/0Hlmd7oL#32,r2qk2r/3bbpp1/p3p1n1/3pP3/Pn1P2Q1/NP3N1p/4BPPP/R1B2RK1 w kq - 0 17,g2g3,2,0,0,0,0,0,0,1,0,0,1,1,0,0,w
32115,0EH0as53,16,https://lichess.org/0EH0as53#16,r1bqk2r/1pp2ppp/p1np4/2b5/2B1PBn1/P1NP1N2/1PP3PP/R2QK2R w KQkq - 2 9,d3d4,1,0,0,0,1,0,0,0,0,0,1,0,1,0,w
32116,5TUH874V,12,https://lichess.org/5TUH874V#12,rnbqk2r/pppp1ppp/4p3/4b3/2B1P3/7P/PPPP1PP1/RNBQ1RK1 w kq - 0 7,d2d4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,w
32117,qyemI3Wg,34,https://lichess.org/qyemI3Wg#34,r4rk1/pp3pp1/2nq3p/3p4/3Nn3/1BP1P2Q/PP4PP/R4RK1 w - - 3 18,d4f5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,w
