internal_id,lichess_game_id,move_number,lichess_url,fen,best_move,useful,difficulty,initiative,development,endgame,space,trading,prophylaxis,coordination,exploitingweakness,kingsafety,restriction,fixingstructure,centrecontrol,other,side_to_move,pre_move_final_eval,pre_move_psqtmat,pre_move_material_imbalance,pre_move_positional_imbalance,pre_move_closedness,pre_move_complexity,pre_move_big_center_white,big_center_black,big_center_contested,big_center_uncontrolled,pre_move_center_white,center_black,center_contested,center_uncontrolled,pre_move_white_pawns,pre_move_white_pawns_and_king_safety_with_king_and_pawns,pre_move_white_pawns_and_king_safety_without_king_and_pawns,pre_move_white_pawns_and_king_evaluation_with_king_and_pawns,pre_move_white_pawns_and_king_evaluation_without_king_and_pawns,pre_move_white_knights,pre_move_white_bishops,pre_move_white_rooks,pre_move_white_queens,pre_move_white_kings,pre_move_white_passed,pre_move_white_threats,pre_move_white_space,pre_move_white_safe_space,pre_move_black_pawns,pre_move_black_pawns_and_king_safety_with_king_and_pawns,pre_move_black_pawns_and_king_safety_without_king_and_pawns,pre_move_black_pawns_and_king_evaluation_with_king_and_pawns,pre_move_black_pawns_and_king_evaluation_without_king_and_pawns,pre_move_black_knights,pre_move_black_bishops,pre_move_black_rooks,pre_move_black_queens,pre_move_black_kings,pre_move_black_passed,pre_move_black_threats,pre_move_black_space,pre_move_black_safe_space,post_move_final_eval,post_move_psqtmat,post_move_material_imbalance,post_move_positional_imbalance,post_move_closedness,post_move_complexity,post_move_big_center_white,big_center_black,big_center_contested,big_center_uncontrolled,post_move_center_white,center_black,center_contested,center_uncontrolled,post_move_white_pawns,post_move_white_pawns_and_king_safety_with_king_and_pawns,post_move_white_pawns_and_king_safety_without_king_and_pawns,post_move_white_pawns_and_king_evaluation_with_king_and_pawns,post_move_white_pawns_and_king_evaluation_without_king_and_pawns,post_move_white_knights,post_move_white_bishops,post_move_white_rooks,post_move_white_queens,post_move_white_kings,post_move_white_passed,post_move_white_threats,post_move_white_space,post_move_white_safe_space,post_move_black_pawns,post_move_black_pawns_and_king_safety_with_king_and_pawns,post_move_black_pawns_and_king_safety_without_king_and_pawns,post_move_black_pawns_and_king_evaluation_with_king_and_pawns,post_move_black_pawns_and_king_evaluation_without_king_and_pawns,post_move_black_knights,post_move_black_bishops,post_move_black_rooks,post_move_black_queens,post_move_black_kings,post_move_black_passed,post_move_black_threats,post_move_black_space,post_move_black_safe_space
31352,TVKN8Mk0,20,https://lichess.org/TVKN8Mk0#20,r1bqk2r/pp2npbp/4pp2/2Pp3P/1PP2P2/4P3/P5P1/RN1QKBNR w KQkq - 1 11,h5h6,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,w,17,21,64,-44,2,3,19,13,11,2,7,7,15,0,0,5, 0,93, 53,-9,-4,-38,22,0,0,0,19,40,0,7, 0,98, 34,11,28,-26,-32,19,0,0,13,11,91,17,64,-47,3,3,19,13,11,2,7,7,15,0,0,5, 0,93, 53,-9,-4,-38,22,0,0,0,19,44,0,7, 0,98, 34,18,19,-43,-32,19,0,-57,13,11
31353,F9vSWu0N,25,https://lichess.org/F9vSWu0N#25,r1bk3r/2p2p1p/2p2p2/p3p3/8/2PB4/P1P2PPP/R4RK1 b - - 1 13,f6f5,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,b,-9,-64,-49,22,0,-16,7,8,2,5,4,9,4,0,0,35, 0,-34, -62,0,30,39,0,9,0,0,-2,3,0,5, 0,-70, -70,0,43,7,0,9,0,0,0,10,-43,-65,-49,22,0,-16,6,7,3,6,0,9,9,4,0,29, 0,-36, -62,0,17,39,0,9,0,0,-2,3,0,5, 0,-66, -66,0,33,7,0,9,0,24,0,11
31354,glTXj8tm,16,https://lichess.org/glTXj8tm#16,r1bq1rk1/ppp2p1p/3p1p2/2b1p1B1/2BnP3/3P1N2/PPP2PPP/R2QK2R w KQ - 0 9,g5h6,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,w,-14,-90,0,-82,0,-4,16,8,19,0,15,0,15,0,0,5, 0,117, 47,6,51,-22,1,-8,0,-75,5,25,0,-2, 0,41, 28,18,44,-26,-13,-33,0,-10,-3,22,40,-110,0,-100,0,-4,16,11,16,0,15,0,15,0,0,5, 0,117, 47,6,60,-22,1,-8,0,-10,1,25,0,-2, 0,41, 28,18,44,-26,8,-15,0,-56,0,22
31355,obFtd8Mr,80,https://lichess.org/obFtd8Mr#80,8/2pQ1pk1/6p1/3P3p/P3P2q/5P2/6PK/8 w - - 0 41,d7h3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,w,199,117,41,-2,0,-2,3,2,4,7,4,0,4,8,0,2, 0,71, 27,0,0,0,42,-100,56,26,0,17,0,27, 0,38, -6,0,0,0,24,1,0,-29,-2,8,101,53,41,-23,0,-2,3,3,3,7,4,0,4,8,0,2, 0,71, 27,0,0,0,-23,-50,56,5,0,17,0,27, 0,38, -6,0,0,0,8,7,0,-21,-4,8
31356,OwOAsXVt,32,https://lichess.org/OwOAsXVt#32,r2q1rk1/1bpp1pp1/5n1p/8/p1p1PP2/2P1B2P/PPB3P1/R2Q1RK1 w - - 0 17,e4e5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,w,118,58,15,33,-5,6,20,10,10,5,14,0,14,0,0,10, 0,82, 31,0,65,9,28,1,0,2,13,26,0,9, 0,68, 0,14,30,11,13,18,0,0,6,26,190,53,15,29,-5,6,17,7,15,5,14,0,14,0,0,10, 0,87, 36,0,73,9,28,-7,0,0,3,30,0,9, 0,48, -19,22,37,11,8,9,0,-59,0,26
31357,QnkjjgqS,30,https://lichess.org/QnkjjgqS#30,r2q1rk1/ppp2ppp/5n2/7b/3pP3/1P3PP1/P1PN2BP/R2Q1R1K w - - 0 16,g3g4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,w,60,-2,0,-1,0,6,10,17,7,5,0,7,14,7,0,4, 0,57, 59,13,1,16,-7,18,0,35,10,23,0,7, 0,79, 12,7,-22,-7,23,18,0,0,10,16,150,-4,0,-3,0,6,10,17,5,7,0,7,14,7,0,7, 0,46, 44,13,-5,16,13,10,0,17,10,26,0,9, 0,78, 12,-6,-59,-7,23,18,0,-68,14,16
31358,PlfJcpCa,16,https://lichess.org/PlfJcpCa#16,rnb1k1nr/pp2bpp1/2pp3p/4p3/4P3/2NPBN1P/PPPQBPq1/R3K2R w KQkq - 0 9,e1c1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,w,14,54,-82,136,0,0,15,12,21,0,8,0,24,0,0,-1, 0,117, 38,17,20,-20,-1,-14,0,-18,7,20,0,-1, 0,156, 77,-10,37,-37,15,11,0,0,-4,24,57,88,-82,170,0,0,15,12,21,0,8,0,24,0,0,-9, 0,111, 38,22,8,-22,-1,21,0,-25,7,20,0,-1, 0,156, 77,-10,37,-37,15,11,0,0,0,24
31359,n5eJ5uOF,70,https://lichess.org/n5eJ5uOF#70,8/R3Rpkp/p5p1/8/6P1/7P/5rBK/r7 w - - 6 36,h2g3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,w,241,220,84,-1,0,-14,5,2,3,6,12,0,0,4,0,25, 0,8, 8,0,57,138,0,0,0,-11,-2,4,0,10, 0,46, -7,0,0,113,0,8,9,0,-2,7,303,196,84,-10,0,-14,5,1,4,6,12,0,0,4,0,10, 0,38, 8,0,57,138,0,8,0,-11,-2,4,0,10, 0,46, -7,0,0,91,0,8,6,-22,-2,7
31360,5U0oU179,36,https://lichess.org/5U0oU179#36,r4rk1/1b1p1p1p/p1n3p1/1p1B4/8/P1N1q3/1P4PP/R2Q1R1K w - - 2 19,c3e4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,w,-73,-112,-153,60,0,0,5,7,25,5,7,7,14,0,0,4, 0,47, 18,8,30,49,28,-35,0,-8,-5,10,0,4, 0,81, 32,22,30,2,23,-19,-2,-28,-14,20,86,-89,-153,79,0,0,7,5,27,2,7,7,14,0,0,4, 0,47, 18,38,15,49,28,-35,0,-8,0,10,0,4, 0,81, 32,22,30,2,30,-144,-1,-10,-31,20
31361,uhJhuzOx,18,https://lichess.org/uhJhuzOx#18,rnbqr1k1/pp3pbp/2p1pnp1/8/4P3/5NP1/PPPN1PBP/R1BQR1K1 w - - 1 10,e4e5,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,w,25,3,0,3,0,0,18,12,15,3,8,0,24,0,0,-10, 0,100, 31,49,20,-23,-1,32,0,15,18,20,0,-10, 0,136, 67,2,54,-37,17,32,0,0,4,16,111,-3,0,-3,0,0,18,12,15,3,8,8,16,0,0,-10, 0,100, 31,38,38,-23,-1,32,0,0,18,24,0,-10, 0,136, 67,13,-2,-35,15,32,0,-55,4,16
31362,FqmPPDPZ,36,https://lichess.org/FqmPPDPZ#36,3r1rk1/2n1ppbp/4b1p1/1p1nP3/2N5/PP3NP1/1B3PBP/R4RK1 w - - 0 19,c4a5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,w,46,43,68,-39,0,4,4,6,14,8,6,6,6,6,0,23, 0,57, 13,42,133,13,0,21,0,-74,4,18,0,23, 0,53, 9,10,95,44,0,16,0,0,0,13,59,33,68,-46,0,4,6,6,14,6,6,6,6,6,0,23, 0,57, 13,-7,133,13,0,21,0,0,6,18,0,23, 0,53, 9,10,95,44,0,16,0,0,3,13
31363,aLKyImUD,16,https://lichess.org/aLKyImUD#16,rnb1k2r/p1p1ppbp/1p4p1/4P3/5Bn1/5N2/PPP2PPP/R2NKB1R w KQkq - 0 9,h2h3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,w,116,-10,0,-6,0,12,12,8,8,6,6,0,6,12,0,8, 0,27, 3,28,106,-23,0,16,0,20,5,16,0,4, 0,51, 27,4,92,-62,0,2,0,0,-1,8,198,-14,0,-9,0,12,12,8,8,6,6,0,6,12,0,8, 0,41, 17,28,106,-12,0,16,0,0,5,18,0,4, 0,51, 27,4,85,-62,0,2,0,-74,-1,8
31364,Qik3xvWQ,14,https://lichess.org/Qik3xvWQ#14,r1bqkb1r/ppp2ppp/3n1n2/3Pp1N1/2B5/2P5/PP1P1PPP/RNBQ1RK1 w kq - 3 8,c4b3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,w,158,190,82,108,0,0,12,18,15,6,0,8,24,8,0,-10, 0,98, 27,-20,23,-35,17,11,0,-25,-4,12,0,4, 0,51, 22,52,32,-24,-1,-37,0,30,14,12,165,195,82,113,0,0,9,15,18,9,0,8,24,8,0,-10, 0,98, 27,-6,-10,-35,15,11,0,0,-7,12,0,4, 0,51, 22,52,32,-24,-1,-20,0,15,11,12
31365,v8rmftNt,28,https://lichess.org/v8rmftNt#28,2kr2nr/p6p/2pbR3/3p4/5p2/3P4/PPP2qPP/RNBQ3K w - - 1 15,b1d2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,w,109,185,76,77,0,2,7,10,20,7,0,14,14,0,0,2, 0,19, 6,-24,1,6,23,-109,0,0,0,6,0,6, 0,31, -5,-14,31,-40,28,0,0,-8,-12,23,171,193,76,84,0,2,7,12,17,7,0,14,14,0,0,2, 0,19, 6,6,-15,27,18,-81,0,0,0,6,0,6, 0,31, -5,-14,31,-40,28,0,0,-8,-9,23
31366,AnKlLKi0,24,https://lichess.org/AnKlLKi0#24,r3kb1r/1pp1p1pp/8/pb1qNp2/2pPn3/B3P3/P1P2PPP/RN1Q1RK1 w kq - 2 13,f2f3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,w,52,5,-94,99,2,-3,8,13,22,5,0,15,15,7,0,2, 0,82, 25,23,5,-70,11,10,0,8,-14,18,0,5, 0,43, 6,25,22,-19,20,-65,0,0,2,29,27,9,-94,102,2,-3,8,11,24,8,0,7,22,7,0,2, 0,55, 33,23,5,-68,8,5,0,-7,-14,22,0,5, 0,42, 6,25,22,-19,16,-22,0,-57,0,29
31367,R6cswKfO,14,https://lichess.org/R6cswKfO#14,r1bqk1nr/1p2ppbp/p1np2p1/8/4P3/2N1BN2/PPPQ1PPP/R3KB1R w KQkq - 2 8,c3d5,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,w,45,15,0,15,0,0,21,9,18,0,16,0,16,0,0,-3, 0,109, 22,49,55,-22,8,21,0,-25,1,16,0,0, 0,93, 57,35,75,-35,2,11,0,0,5,16,85,38,0,38,0,0,21,9,18,3,16,0,16,8,0,-3, 0,109, 22,52,55,-22,17,21,0,-11,-7,16,0,0, 0,93, 57,35,77,-35,-1,6,0,15,-3,16
31368,8OdF1vcY,54,https://lichess.org/8OdF1vcY#54,5rk1/2n2ppp/1p4q1/p1pPR3/8/PP3N1P/3Q1PP1/7K w - - 1 28,d5d6,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,w,105,19,0,11,0,8,10,5,12,0,5,0,16,0,0,20, 0,34, 16,32,0,56,37,-13,45,0,-6,21,0,33, 0,44, 7,12,0,11,37,7,0,22,-5,16,240,35,0,20,0,8,10,1,14,1,5,0,16,0,0,20, 0,34, 16,32,0,56,37,-13,106,0,-9,23,0,33, 0,44, 7,19,0,11,37,7,0,-44,-6,18
31369,tobIku43,23,https://lichess.org/tobIku43#23,r2q1rk1/ppp1bppp/2np1n2/8/2B1P3/6QP/PB3PP1/RN1R2K1 b - - 2 12,f6h5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,b,-48,-167,-143,-8,0,-1,19,8,16,2,0,7,22,0,0,0, 0,82, 10,-19,89,-12,25,10,0,-13,11,22,0,-1, 0,106, 33,45,5,-15,-13,-17,-8,-26,-3,14,-109,-177,-143,-17,0,-1,22,5,16,5,15,0,15,7,0,0, 0,82, 10,-19,93,-12,25,10,0,-54,14,22,0,-1, 0,106, 33,25,18,-13,-13,-28,-8,0,1,14
31370,hRBPgPe9,45,https://lichess.org/hRBPgPe9#45,r1k3nB/ppp4p/q2pRp2/8/2P5/3K4/PQ3PPP/8 b - - 0 23,c8d7,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,b,69,-52,-49,18,-10,5,14,3,7,7,16,0,5,0,0,-4, 0,-26, -19,0,-31,40,39,-25,0,0,-8,16,0,9, 0,23, -1,-11,0,-85,0,-18,0,-22,-5,14,-21,-13,-49,40,-10,-5,12,5,7,5,16,0,5,0,0,-4, 0,-26, -19,0,-31,40,39,-25,0,-26,-12,16,0,-6, 0,34, -1,-3,0,11,0,-45,0,-22,-5,14
31371,PvwePoot,33,https://lichess.org/PvwePoot#33,rn1qk1nr/6b1/b1pp1p1p/4p1p1/3PP3/1PQ2N2/PBB2PPP/2R1R1K1 b kq - 0 17,g8e7,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,b,-127,-259,-328,80,0,-1,14,8,20,2,7,0,23,0,0,-1, 0,132, 47,-7,32,0,21,20,-14,0,14,34,0,6, 0,51, 39,-15,39,-15,10,0,0,15,-3,34,-168,-267,-328,71,0,-1,11,8,23,2,7,0,23,0,0,-1, 0,132, 47,-7,32,0,21,20,-14,0,7,34,0,6, 0,51, 39,-1,39,-12,8,10,0,15,-3,34
31372,eGE72mcB,30,https://lichess.org/eGE72mcB#30,r1b1qrk1/pp1n2pp/2p2n2/2b1N3/4P3/1PP2NP1/PB3PB1/R2QR1K1 w - - 1 16,e5d3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,w,176,100,82,18,0,0,18,9,21,0,0,0,32,0,0,-5, 0,95, 59,61,42,-15,23,20,-11,-40,6,24,0,-5, 0,78, 41,38,25,-14,15,7,0,-25,1,12,257,84,82,2,0,0,18,12,18,0,0,0,32,0,0,-5, 0,95, 59,60,42,-7,15,21,-9,19,14,24,0,-5, 0,78, 41,38,25,-14,-5,11,0,-32,-4,12
31373,LnFyoRTR,43,https://lichess.org/LnFyoRTR#43,r3r1k1/pp3pp1/2pb4/6qp/3Pp3/BP2P1P1/P4PKP/R1Q1R3 b - - 1 22,d6c7,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,b,-33,-86,0,-64,0,-9,9,13,13,0,6,13,6,0,0,9, 0,152, 53,0,5,24,26,-21,0,-20,9,24,0,18, 0,93, 27,0,21,10,26,1,0,-30,10,27,-15,-79,0,-59,0,-9,6,13,15,0,6,13,6,0,0,9, 0,152, 53,0,13,24,26,-21,0,19,0,24,0,18, 0,93, 27,0,24,10,26,0,0,0,6,24
31374,J8tEhpLh,32,https://lichess.org/J8tEhpLh#32,2rr2k1/p4ppp/1pn2n2/2B5/3P4/2P2B2/P1P3PP/4RRK1 w - - 0 17,c5a3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,w,260,171,81,4,-28,6,6,1,12,6,0,0,20,0,0,29, 0,2, -17,0,138,95,0,9,25,-57,-9,12,0,28, 0,41, 4,48,0,68,0,14,0,-46,-12,10,327,158,81,-2,-28,6,6,1,12,6,0,0,20,0,0,29, 0,2, -17,0,138,95,0,9,25,23,-9,12,0,28, 0,41, 4,48,0,68,0,14,0,-46,-12,10
31375,VN7XNp0Z,35,https://lichess.org/VN7XNp0Z#35,r1b5/1p1pkppp/8/p1pR4/B7/8/PPP2PPP/4K3 b - - 2 18,d7d6,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,b,-3,-111,-32,4,0,-21,6,1,2,3,7,0,3,7,0,10, 0,-13, -20,0,21,60,0,-2,0,0,0,6,0,0, 0,34, -10,0,-44,-1,0,-1,0,-31,0,9,-83,-101,-32,6,0,-21,3,1,4,3,3,0,7,7,0,11, 0,-14, -20,0,37,42,0,-2,0,0,-2,6,0,4, 0,18, -6,0,18,-1,0,4,0,0,0,10
31376,1JM4AlHI,54,https://lichess.org/1JM4AlHI#54,R3b1k1/2p2pp1/7p/4r3/8/3B4/P1P3PP/6K1 w - - 5 28,a2a4,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,w,39,43,0,10,0,-8,2,6,1,3,0,7,3,7,0,49, 0,-29, -32,0,42,50,0,4,13,0,-2,3,0,42, 0,31, -9,0,18,50,0,8,0,-13,0,4,59,50,0,12,0,-8,2,6,1,3,0,7,3,7,0,49, 0,-29, -32,0,42,40,0,4,37,0,0,5,0,42, 0,31, -9,0,2,68,0,8,0,-13,0,4
31377,BpWEAKN2,22,https://lichess.org/BpWEAKN2#22,r2q1rk1/pppb2pp/2n1p3/3n1p2/3PQ3/2PB1NP1/PP3PP1/R1B1K2R w KQ f6 0 12,e4e2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,w,64,-110,14,-115,0,3,11,8,24,0,0,0,30,0,0,6, 0,99, 66,20,66,-3,8,10,0,-37,11,22,0,4, 0,57, 16,2,5,1,11,-33,0,-7,-14,25,135,-87,14,-95,0,3,11,11,22,0,0,7,22,0,0,6, 0,99, 66,20,66,-3,16,10,0,16,7,22,0,4, 0,57, 16,2,5,1,11,-33,0,0,-11,25
31378,iUYgiRPw,35,https://lichess.org/iUYgiRPw#35,r2qk2r/1bpp3p/1p2pnp1/pP6/2B2P2/2PQ4/P5PP/R1B2RK1 b kq - 0 18,d8e7,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,b,-23,-3,-61,58,-5,-4,17,5,17,0,14,0,14,0,0,9, 0,52, 6,0,53,-16,28,-7,0,0,10,23,0,1, 0,76, 56,31,47,-20,1,-6,0,17,1,20,-83,-6,-61,55,-5,-4,17,5,17,0,14,0,14,0,0,9, 0,52, 6,0,53,-16,28,-36,0,0,3,23,0,1, 0,76, 56,31,47,-20,23,-6,0,17,1,20
31379,QTRRy7jX,19,https://lichess.org/QTRRy7jX#19,r1bq1k1r/pppnb1p1/4pnBp/8/3P4/5N2/PPP2PPP/R1BQ1RK1 b - - 5 10,f8g8,1,2,0,1,0,0,0,0,1,0,1,0,0,0,0,b,-95,-280,-328,60,1,-1,17,14,11,5,7,7,15,0,0,-3, 0,96, 19,19,74,-25,10,20,0,0,5,15,0,-2, 0,-5, 29,34,22,-25,-12,12,0,0,10,15,-206,-340,-328,1,1,-1,17,14,11,5,7,7,15,0,0,-3, 0,96, 19,19,74,-25,10,20,0,0,5,15,0,-5, 0,69, 29,36,31,-40,-2,-16,0,0,10,11
31380,n2sLN1W6,34,https://lichess.org/n2sLN1W6#34,2k4r/ppprbpp1/2n5/3p4/5N1p/2PP4/PP1N1P2/R1BR2K1 w - - 0 18,d3d4,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,w,149,268,122,21,12,9,8,8,8,3,0,5,15,0,0,9, 0,48, 18,52,-33,-23,0,-8,0,0,8,6,0,39, 0,45, 1,27,28,21,0,9,41,22,8,19,156,262,122,18,14,9,8,4,11,3,0,0,21,0,0,9, 0,48, 17,37,-45,-23,0,-8,0,0,8,8,0,33, 0,34, 1,21,25,6,0,9,41,22,4,19
31381,kmDKxA93,13,https://lichess.org/kmDKxA93#13,r1bqk2r/1pp2ppp/p1np1n2/2b1p3/P7/1PN1PB2/1BPP1PPP/R2QK1NR b KQkq - 1 7,d6d5,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,b,21,-39,0,-39,0,0,12,18,18,0,0,8,24,0,0,-5, 0,159, 60,25,103,-36,-1,21,0,0,8,24,0,-3, 0,160, 68,60,54,-22,-9,11,0,-17,2,28,-73,-37,0,-37,0,0,9,21,18,3,0,8,24,0,0,0, 0,131, 60,14,101,-36,-1,21,0,0,5,24,0,1, 0,167, 65,60,59,-22,-1,0,0,15,13,32
31382,6yP3xXqN,14,https://lichess.org/6yP3xXqN#14,r2qkb1r/pb1ppppp/1p3n2/1B6/3QP3/2N5/PPP2PPP/R1B1K2R w KQkq - 3 8,e4e5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,w,74,5,0,4,0,3,24,2,16,2,15,0,15,7,0,2, 0,87, 17,40,74,-26,25,-15,0,16,17,18,0,3, 0,96, 38,20,59,-22,-3,12,0,8,2,7,115,0,0,0,0,3,19,2,19,5,15,0,15,7,0,0, 0,67, 17,40,74,-26,27,-15,0,-13,11,22,0,0, 0,71, 21,30,65,-22,-3,-22,0,-48,2,7
31383,5JHYW6VF,18,https://lichess.org/5JHYW6VF#18,r1bqk2r/pp1pppbp/2n3pn/4P3/3PN3/5N2/PP1B1PPP/R2QKB1R w KQkq - 9 10,d4d5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,w,245,17,0,17,0,0,24,9,12,6,8,0,16,16,0,0, 0,117, 47,44,59,-22,10,21,0,15,20,20,0,-2, 0,96, 37,36,6,-37,-1,-21,0,-32,9,12,298,11,0,11,0,0,27,3,18,6,16,0,16,16,0,2, 0,125, 43,44,59,-22,10,21,0,-11,19,24,0,-4, 0,83, 31,49,16,-37,-1,-41,0,-94,3,12
31384,X6h1iXjW,38,https://lichess.org/X6h1iXjW#38,r3r1k1/Np2ppbp/6p1/2pP3n/2P5/8/PP2RPPP/R1B3K1 w - - 1 20,a7b5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,w,6,84,56,-14,0,-14,7,7,7,4,10,5,5,0,0,42, 0,50, 16,-53,26,21,0,9,0,-19,-3,16,0,39, 0,12, -14,-2,53,40,0,14,0,0,-2,10,149,105,56,-4,0,14,7,4,10,4,10,0,10,0,0,42, 0,50, 16,14,26,21,0,9,0,23,-3,16,0,39, 0,12, -14,-2,53,62,0,14,0,0,-8,10
31385,eLl8plx5,44,https://lichess.org/eLl8plx5#44,r6k/3qp1p1/p2p1r1p/2p1n3/4P3/1P1PB2P/1QP2PP1/R4RK1 w - - 3 23,f2f4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,w,153,88,87,-21,-8,7,9,9,18,0,13,0,13,0,0,11, 0,128, 59,0,13,36,8,-40,0,19,5,24,0,9, 0,45, 17,17,0,41,26,0,0,-9,2,24,228,95,87,-16,-8,7,9,9,18,2,13,0,13,0,0,13, 0,105, 57,0,13,50,8,-9,0,0,9,30,0,9, 0,45, 17,17,0,34,26,1,0,-62,-1,24
31386,iaxlemad,34,https://lichess.org/iaxlemad#34,r1bq1rk1/1p5p/p1n1ppp1/2n5/2P5/NPB5/P1BPQ1PP/R4RK1 w - - 4 18,e2e3,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,w,89,12,14,-3,0,1,13,8,22,2,0,0,30,0,0,-2, 0,74, 32,-49,93,14,22,0,0,16,2,18,0,0, 0,83, 64,49,-4,-17,25,-14,0,0,-3,25,181,1,14,-12,0,1,16,5,22,0,0,0,30,0,0,-2, 0,74, 32,-49,93,14,24,0,0,16,8,18,0,0, 0,83, 64,49,-4,-17,25,-73,0,-32,-5,25
31387,fMxTTkH9,54,https://lichess.org/fMxTTkH9#54,1k2r1r1/pp6/2p5/3q1Pp1/3P2Qb/2BP1R2/PP6/R5K1 w - - 5 28,f5f6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,w,-21,81,72,-11,0,0,4,6,22,2,0,6,19,0,0,0, 0,-13, -17,0,15,4,-11,-59,52,-9,1,15,0,10, 0,32, 13,0,-10,50,26,10,9,-9,-6,12,64,98,72,0,0,0,6,6,22,0,0,6,19,0,0,-6, 0,8, -17,0,15,10,6,-56,81,-9,-3,18,0,10, 0,32, 13,0,-10,50,31,9,9,-9,-7,12
31388,DHUDdKQ0,24,https://lichess.org/DHUDdKQ0#24,r1b2rk1/pp2bppp/2n2n2/1BqpN3/5B2/2N5/PPP1QPPP/R4RK1 w - - 6 13,e5d3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,w,-11,54,0,54,0,0,9,18,21,3,0,8,24,0,0,-10, 0,93, 22,32,47,-22,20,6,0,-32,-3,12,0,-10, 0,96, 25,64,53,-24,17,13,0,5,2,20,53,38,0,38,0,0,9,9,30,0,0,8,24,0,0,-10, 0,93, 22,64,32,-22,20,6,0,1,-27,12,0,-10, 0,96, 25,64,53,-24,17,21,0,-52,-3,20
31389,Y8SDRugA,48,https://lichess.org/Y8SDRugA#48,1r2k3/5pp1/1p2pn2/1p6/3p1P2/P4BP1/1P1N1K1r/R1B5 w - - 3 25,f2g1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,w,-44,-12,-1,-3,-42,-2,5,6,6,3,4,4,9,4,0,30, 0,28, 10,24,99,-3,0,9,0,0,-5,8,0,7, 0,0, -23,34,0,71,0,9,50,0,-5,13,-60,-7,-1,-1,-42,-2,5,7,5,3,4,4,9,4,0,15, 0,23, 10,24,99,-3,0,3,0,-12,-5,8,0,7, 0,0, -23,34,0,81,0,9,64,-24,-8,13
31390,mJzPmaD1,28,https://lichess.org/mJzPmaD1#28,r1b1kb1r/ppppn1p1/7p/3B2N1/4R3/8/PB3PPP/R5K1 w kq - 0 15,g5f7,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,w,57,-116,-125,57,0,-2,14,5,5,3,16,5,0,0,0,23, 0,29, -13,20,127,75,0,9,0,-100,4,4,0,-6, 0,9, 14,26,-1,-23,0,-38,15,22,2,9,110,-122,-125,53,0,-2,14,3,7,3,16,5,0,0,0,23, 0,29, -13,-3,124,75,0,9,0,-44,5,4,0,-6, 0,9, 14,26,-1,-23,0,-31,17,-17,3,9
31391,iAfTnvWB,16,https://lichess.org/iAfTnvWB#16,r3kbnr/pp2ppp1/n1p3q1/7p/3P2b1/P1N2B2/1PP1NPPP/R1BQK2R w KQkq - 1 9,f3e4,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,w,113,-10,0,-10,0,0,15,12,18,3,16,0,16,0,0,0, 0,71, 37,38,62,-22,-9,5,0,-17,3,24,0,0, 0,79, 48,-36,-6,-22,23,11,0,-25,4,20,120,19,0,19,0,0,18,9,18,3,16,0,16,0,0,0, 0,71, 37,38,46,-22,-31,-2,0,-17,6,24,0,0, 0,79, 48,-36,-3,-22,20,11,0,-42,1,20
