internal_id,lichess_game_id,move_number,lichess_url,fen,best_move,useful,difficulty,initiative,development,endgame,space,trading,prophylaxis,coordination,exploitingweakness,kingsafety,restriction,fixingstructure,centrecontrol,other,side_to_move,pre_move_final_eval,pre_move_psqtmat,pre_move_material_imbalance,pre_move_positional_imbalance,pre_move_closedness,pre_move_complexity,pre_move_big_center_white,big_center_black,big_center_contested,big_center_uncontrolled,pre_move_center_white,center_black,center_contested,center_uncontrolled,pre_move_white_pawns,pre_move_white_pawns_and_king_safety_with_king_and_pawns,pre_move_white_pawns_and_king_safety_without_king_and_pawns,pre_move_white_pawns_and_king_evaluation_with_king_and_pawns,pre_move_white_pawns_and_king_evaluation_without_king_and_pawns,pre_move_white_knights,pre_move_white_bishops,pre_move_white_rooks,pre_move_white_queens,pre_move_white_kings,pre_move_white_passed,pre_move_white_threats,pre_move_white_space,pre_move_white_safe_space,pre_move_black_pawns,pre_move_black_pawns_and_king_safety_with_king_and_pawns,pre_move_black_pawns_and_king_safety_without_king_and_pawns,pre_move_black_pawns_and_king_evaluation_with_king_and_pawns,pre_move_black_pawns_and_king_evaluation_without_king_and_pawns,pre_move_black_knights,pre_move_black_bishops,pre_move_black_rooks,pre_move_black_queens,pre_move_black_kings,pre_move_black_passed,pre_move_black_threats,pre_move_black_space,pre_move_black_safe_space,post_move_final_eval,post_move_psqtmat,post_move_material_imbalance,post_move_positional_imbalance,post_move_closedness,post_move_complexity,post_move_big_center_white,big_center_black,big_center_contested,big_center_uncontrolled,post_move_center_white,center_black,center_contested,center_uncontrolled,post_move_white_pawns,post_move_white_pawns_and_king_safety_with_king_and_pawns,post_move_white_pawns_and_king_safety_without_king_and_pawns,post_move_white_pawns_and_king_evaluation_with_king_and_pawns,post_move_white_pawns_and_king_evaluation_without_king_and_pawns,post_move_white_knights,post_move_white_bishops,post_move_white_rooks,post_move_white_queens,post_move_white_kings,post_move_white_passed,post_move_white_threats,post_move_white_space,post_move_white_safe_space,post_move_black_pawns,post_move_black_pawns_and_king_safety_with_king_and_pawns,post_move_black_pawns_and_king_safety_without_king_and_pawns,post_move_black_pawns_and_king_evaluation_with_king_and_pawns,post_move_black_pawns_and_king_evaluation_without_king_and_pawns,post_move_black_knights,post_move_black_bishops,post_move_black_rooks,post_move_black_queens,post_move_black_kings,post_move_black_passed,post_move_black_threats,post_move_black_space,post_move_black_safe_space
31636,njhnBqxC,42,https://lichess.org/njhnBqxC#42,2k2r1r/pp3pb1/2ppq3/3N4/3PP3/2Q2RPp/PPP2R1P/6K1 w - - 0 22,d5e3,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,w,149,133,57,42,8,7,13,6,15,0,0,6,19,0,0,1, 0,35, 25,41,0,68,6,-28,0,-79,13,30,0,15, 0,36, 14,0,40,6,15,-24,0,0,3,24,94,105,57,21,8,7,11,6,18,0,0,6,19,0,0,1, 0,35, 25,26,0,51,6,-28,0,-35,11,27,0,15, 0,36, 14,0,40,6,26,9,0,0,-3,24
31637,p3d53xuk,31,https://lichess.org/p3d53xuk#31,2k2bnr/pp2pppp/8/2pr4/4pB2/2N5/PPP2PPP/R4RK1 b - - 1 16,d5f5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,b,-8,-177,-113,24,0,-18,7,9,6,3,10,5,5,0,0,41, 0,21, -8,22,37,31,0,9,0,0,-6,6,0,15, 0,3, -11,5,-21,9,0,-7,0,-39,-3,14,-25,-174,-113,25,0,-18,4,10,7,3,5,5,10,0,0,41, 0,21, -8,22,37,31,0,9,0,-19,-3,6,0,15, 0,3, -11,5,-21,-27,0,-7,0,-1,0,14
31638,0rO3SycT,35,https://lichess.org/0rO3SycT#35,r2q1rk1/1p1nb2p/2p1bppP/p2np3/P1BN4/1P4R1/3N1PP1/2BQR1K1 b - - 0 18,e6f7,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,b,-238,-168,-164,-4,0,0,15,15,18,0,8,8,16,0,0,-7, 0,105, 25,30,8,-5,8,0,0,-55,-1,40,0,-8, 0,92, 72,89,43,-8,10,1,0,-50,3,32,-265,-164,-164,0,0,0,12,15,21,0,8,8,16,0,0,-7, 0,105, 25,30,8,-5,8,0,0,-55,-4,40,0,-8, 0,92, 72,89,35,-15,10,11,0,-25,11,32
31639,lJnard54,25,https://lichess.org/lJnard54#25,r2qkb1r/5ppp/2n1p1n1/1B1pP3/3P4/5Q2/PP3PPP/R1B2RK1 b kq - 0 13,d8b6,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,b,-82,-187,-205,41,-5,-2,13,5,23,0,0,7,21,0,0,2, 0,103, 42,0,58,-28,26,10,-19,-14,9,28,0,5, 0,82, 36,44,-14,5,17,-58,0,-27,1,10,-146,-193,-205,35,-5,-2,10,5,26,0,0,7,21,0,0,2, 0,103, 42,0,58,-28,26,10,-19,-47,6,28,0,5, 0,82, 36,44,-14,5,17,-28,0,-35,1,14
31640,z5hQhoW6,74,https://lichess.org/z5hQhoW6#74,5r2/p5p1/1p6/1k3PB1/1P1p4/P2P4/6B1/3K4 w - - 3 38,g2e4,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,w,191,229,37,1,-42,-9,3,1,2,2,6,3,0,6,0,-33, 0,23, -22,0,148,0,0,-1,0,-33,-2,6,0,-33, 0,78, -28,0,0,64,0,-1,0,0,0,5,265,286,37,10,-42,-9,3,1,3,1,6,3,0,6,0,-33, 0,23, -22,0,132,0,0,-1,0,0,-2,6,0,-33, 0,78, -28,0,0,64,0,-1,0,0,0,5
31641,kEpbEshz,18,https://lichess.org/kEpbEshz#18,r1b1k1nr/ppp2ppp/2n1p3/q7/1b2N1P1/3P1N1P/PPPB1P2/R2QKB1R w KQkq - 5 10,c2c3,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,w,100,12,0,12,0,0,18,9,21,0,8,8,16,0,0,-4, 0,82, 48,41,53,-20,2,32,0,-10,-6,24,0,-5, 0,103, 39,38,39,-37,-5,-4,0,-25,-3,12,195,10,0,10,0,0,18,9,21,0,8,8,16,0,0,-4, 0,101, 67,41,50,-20,10,32,0,0,-2,28,0,-5, 0,103, 39,14,36,-37,-7,-4,0,-55,-3,12
31642,L9WSzSmY,51,https://lichess.org/L9WSzSmY#51,3rr1k1/p1p2ppp/5n2/3P1q2/2P1p3/BPR5/P3QPPP/5NK1 b - - 2 26,f6h5,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,b,-122,-147,-82,-21,-7,-8,10,8,12,6,0,6,12,6,0,20, 0,88, 41,18,22,10,8,-1,0,19,-6,25,0,20, 0,33, -13,24,0,38,27,15,0,0,1,17,-64,-160,-82,-30,-7,-8,10,8,12,6,0,6,12,6,0,20, 0,88, 41,18,22,10,8,-1,0,39,0,25,0,20, 0,33, -13,-4,0,38,32,8,0,-9,-1,17
31643,nQgKc898,70,https://lichess.org/nQgKc898#70,8/5ppk/1Np1p1qp/2P5/3P1QP1/3nP3/5PPK/8 w - - 1 36,f4f3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,w,188,97,49,-8,0,7,6,3,8,2,4,0,13,0,0,13, 0,69, 36,18,0,0,35,-13,0,-37,-7,20,0,3, 0,29, 10,3,0,0,8,-37,0,0,-2,11,229,89,49,-11,0,7,7,2,8,1,4,0,13,0,0,13, 0,69, 36,18,0,0,39,-13,0,0,-2,20,0,3, 0,29, 10,3,0,0,8,-12,0,-26,-2,11
31644,ev5wQFdQ,38,https://lichess.org/ev5wQFdQ#38,2krn3/1bprqpb1/1p4p1/p7/4P1P1/P1NPBP2/1P2NQ2/2KR3R w - - 1 20,d3d4,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,w,15,104,64,30,-5,-1,11,13,19,0,0,7,22,0,0,0, 0,69, 44,53,26,40,16,-19,0,-39,3,33,0,0, 0,98, 41,6,103,11,22,10,0,0,2,22,152,101,64,28,-5,1,13,11,16,2,0,0,30,0,0,3, 0,91, 58,53,26,47,16,0,0,0,13,36,0,2, 0,74, 41,6,99,4,16,10,0,0,3,22
31645,VkzGdOVc,28,https://lichess.org/VkzGdOVc#28,2kr3r/1ppbqp2/p1nbpn1p/6p1/1P1P4/P2BBN2/2PQNPPP/3RR1K1 w - g6 0 15,c2c4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,w,74,72,0,72,0,0,15,15,18,0,0,8,24,0,0,-5, 0,121, 31,17,36,-5,10,21,0,0,11,32,0,1, 0,112, 63,54,24,-13,2,32,0,15,3,36,141,80,0,80,0,0,15,12,21,0,0,0,32,0,0,-5, 0,130, 40,17,39,-5,17,21,0,15,11,40,0,6, 0,103, 63,41,24,-13,2,32,0,15,0,36
31646,XsnkpBSs,38,https://lichess.org/XsnkpBSs#38,r1br2k1/1p2bppp/p1p5/2p1PP2/8/1PN2N1P/1PP3P1/R4RK1 w - - 1 20,g2g4,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,w,86,-68,-25,-9,32,18,7,4,9,3,10,0,10,0,0,37, 0,125, 92,49,0,62,0,9,0,-24,-8,20,0,34, 0,16, -10,0,63,45,0,9,0,0,-3,10,115,-66,-25,-8,32,18,7,3,10,3,10,0,10,0,0,36, 0,116, 95,49,0,62,0,3,0,0,-8,24,0,31, 0,23, -10,0,37,45,0,9,0,0,-3,10
31647,DTlahmJ1,13,https://lichess.org/DTlahmJ1#13,r1bqkb1r/pp3ppp/2n5/2ppp2n/8/3PPN1P/PPP2PPQ/RNB1KB1R b KQkq - 7 7,f8d6,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,b,-50,-46,0,-46,0,0,12,21,15,0,0,8,24,0,0,1, 0,117, 71,14,22,-35,-1,32,0,15,12,16,0,1, 0,160, 48,11,38,-24,17,0,0,-11,9,28,-120,-70,0,-70,0,0,12,21,15,3,0,8,24,8,0,1, 0,117, 71,14,22,-35,-23,32,0,15,12,16,0,1, 0,160, 48,11,49,-24,15,0,0,0,13,28
31648,lhSw1WHd,47,https://lichess.org/lhSw1WHd#47,r4rk1/p1q2pbp/2n1p1p1/2N5/1PQ1B3/7P/5PP1/3RR1K1 b - - 1 24,c6e5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,b,109,-34,-76,47,0,0,15,7,17,2,7,7,14,0,0,7, 0,92, 17,56,20,78,28,2,0,17,11,20,0,6, 0,72, 18,22,62,-4,28,18,0,-19,0,10,86,-57,-76,28,0,0,10,7,20,2,14,7,7,0,0,7, 0,92, 17,56,24,78,28,9,0,-25,0,20,0,6, 0,72, 18,22,47,-4,24,18,0,-35,-7,10
31649,g8G3kOTY,34,https://lichess.org/g8G3kOTY#34,4kb1r/ppp2pp1/4p3/6r1/2P5/2NB2p1/PP2K1PP/R4R2 w k - 0 18,h2h3,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,w,266,216,101,-1,17,11,9,6,4,1,4,4,4,4,0,-10, 0,7, -6,45,4,79,0,-6,0,0,-2,9,0,-13, 0,29, -3,0,19,62,0,9,9,0,-2,12,287,215,101,-2,17,11,9,6,4,1,4,4,4,4,0,-10, 0,17, 3,45,4,79,0,-6,0,0,-2,9,0,-13, 0,29, -3,0,19,50,0,9,9,0,-2,11
31650,nw5mFGEZ,16,https://lichess.org/nw5mFGEZ#16,rnbqk2r/ppp2ppp/4p3/3n4/3P4/2BB1N2/PPP2PPP/R2QK2R w KQkq - 1 9,c3d2,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,w,64,13,14,-2,0,3,19,16,8,0,22,7,0,0,0,3, 0,57, 17,20,57,-22,1,10,0,-34,15,18,0,1, 0,68, 33,23,0,-43,11,0,0,0,16,11,168,26,14,8,0,3,19,13,11,0,22,7,0,0,0,3, 0,57, 17,20,74,-22,1,19,0,16,15,14,0,1, 0,68, 33,23,0,-43,11,0,0,0,2,11
31651,1fcxaUcI,34,https://lichess.org/1fcxaUcI#34,r1bqnrk1/pp1n1pbp/2ppp1p1/8/P1PPP3/1PN2NPP/1B3PB1/2RQR1K1 w - - 3 18,e4e5,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,w,106,25,0,25,0,0,21,12,15,0,8,0,24,0,0,-9, 0,141, 66,32,42,0,10,32,0,0,21,48,0,-10, 0,154, 74,15,50,-37,10,21,0,0,4,16,227,19,0,19,0,0,24,9,15,0,16,0,16,0,0,-9, 0,152, 77,32,60,0,10,32,0,0,24,52,0,-10, 0,154, 74,-27,-2,-37,8,21,0,0,5,16
31652,zarMMtzr,23,https://lichess.org/zarMMtzr#23,2kr1b1r/ppp2ppp/2n2n2/1Nq1p1Nb/1P6/P2B1P2/2P3PP/R1BQ1R1K b - b3 0 12,c5e7,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,b,109,41,-82,123,0,0,3,12,33,0,0,16,16,0,0,-7, 0,80, 50,8,59,-21,-14,-5,0,8,-13,24,0,0, 0,66, 22,38,-24,11,24,-26,0,-27,-8,24,45,18,-82,100,0,0,12,12,24,0,0,16,16,0,0,-7, 0,80, 50,8,59,-21,-14,11,0,15,-12,24,0,0, 0,66, 22,38,-24,11,8,-10,0,30,0,20
31653,YpW4chKV,24,https://lichess.org/YpW4chKV#24,r1bq1rk1/1p2bppp/pnp1p3/4P3/P1BP1B2/2P2N2/5PPP/1R1Q1RK1 w - - 2 13,c4d3,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,w,160,33,0,30,0,3,16,8,16,8,7,0,15,7,0,-1, 0,98, 33,20,51,14,22,19,0,-10,5,44,0,-1, 0,119, 55,7,-13,-18,8,9,0,8,-3,18,231,33,0,30,0,3,19,8,16,5,15,7,7,0,0,-1, 0,98, 33,20,63,14,20,19,0,16,15,40,0,-1, 0,119, 55,7,-13,-18,8,-15,0,8,-3,18
31654,34WEuGbC,11,https://lichess.org/34WEuGbC#11,rn1qkb1r/ppp2ppp/5n2/4pb2/4p3/2N1N3/PPPP1PPP/R1BQKB1R b KQkq - 1 6,f5g6,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,b,-59,-72,-82,10,0,0,12,24,12,3,0,16,16,8,0,-2, 0,37, 13,76,20,-24,-9,-3,0,15,4,8,0,1, 0,68, 14,14,57,-37,15,11,0,-25,20,16,-81,-80,-82,2,0,0,9,24,15,3,0,16,16,8,0,-2, 0,37, 13,76,20,-24,-9,-3,0,0,-3,8,0,1, 0,68, 14,14,28,-37,15,11,0,0,16,16
31655,B4C52NRe,44,https://lichess.org/B4C52NRe#44,2kr2r1/ppq2b2/2p1p2Q/2npN3/4n2P/1PP1P2B/PBP5/2KR3R w - - 3 23,c3c4,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,w,-24,4,94,-90,4,1,11,11,22,0,7,15,7,0,0,1, 0,55, 22,34,39,3,20,-10,12,-15,-8,18,0,3, 0,80, 40,79,5,47,16,-4,0,-34,-4,22,48,13,94,-82,4,1,11,8,24,0,7,7,15,0,0,1, 0,43, 10,34,84,3,20,-19,12,8,-4,22,0,7, 0,73, 40,84,5,40,16,-5,0,-34,-7,22
31656,j4vJ6nLn,34,https://lichess.org/j4vJ6nLn#34,r1b2rk1/1p3ppp/2p2q2/p2B4/1b1P4/1P1Q2P1/PBP2P1P/R4RK1 w - - 0 18,d5e4,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,w,62,86,76,-5,0,4,10,7,22,0,7,7,14,0,0,6, 0,79, 31,0,65,-4,28,-16,0,-41,-11,20,0,7, 0,88, 22,0,84,-20,8,-2,0,0,-10,16,126,86,76,-4,0,4,10,7,22,0,7,0,21,0,0,6, 0,79, 31,0,77,-4,24,-16,0,17,-4,20,0,7, 0,88, 22,0,84,-20,8,8,0,0,-10,16
31657,tIXTnPDs,22,https://lichess.org/tIXTnPDs#22,rn2kb1r/ppp2ppp/5n2/3P4/1qP5/3PBQP1/PP2B3/RN2K2R w KQkq - 3 12,b1d2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,w,213,86,14,63,5,1,16,2,22,2,7,0,15,7,0,0, 0,-23, 19,-2,74,-19,25,7,0,3,5,29,0,0, 0,0, 16,-5,20,-43,20,8,0,-7,-20,7,279,92,14,68,5,1,16,2,22,2,7,0,15,7,0,0, 0,-23, 19,25,67,1,25,19,0,3,5,29,0,0, 0,0, 16,-5,20,-43,16,8,0,-7,-23,7
31658,0XIM2Wqd,15,https://lichess.org/0XIM2Wqd#15,rnbqr1k1/ppp2ppp/3b1n2/3p4/3P4/2NBBP2/PPPQ2PP/R3K1NR b KQ - 2 8,c7c5,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,b,-134,-64,0,-64,0,0,12,12,24,0,8,0,24,0,0,3, 0,9, 41,25,49,-35,8,8,0,-7,4,20,0,-10, 0,92, 22,-11,45,-2,2,17,0,0,8,12,-184,-72,0,-72,0,0,9,12,27,0,0,0,32,0,0,3, 0,9, 41,25,49,-35,8,8,0,-7,1,20,0,-10, 0,112, 42,-11,41,-2,10,17,0,15,8,20
31659,EQkIpPsa,39,https://lichess.org/EQkIpPsa#39,2r4r/pp1k1ppp/2n1p3/q2p2PP/3P1P2/2PQ4/P1PB4/R3K2R b KQ - 2 20,c6e7,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,b,-22,54,15,25,-8,-9,9,9,18,0,0,6,19,0,0,14, 0,13, -3,0,-5,-4,20,-12,0,0,5,36,0,2, 0,20, 27,16,0,46,0,10,0,0,2,24,-37,60,15,30,-8,-9,13,9,13,0,13,6,6,0,0,14, 0,13, -3,0,-5,-4,20,-12,0,0,3,36,0,2, 0,20, 27,17,0,57,0,10,0,0,9,21
31660,1rvO2KH5,20,https://lichess.org/1rvO2KH5#20,r1bq1rk1/ppp2ppp/3p4/4n3/2B1P3/2B2Q2/PPP2PPP/R3K2R w KQ - 2 11,f3g3,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,w,-75,-69,15,-73,-4,6,15,10,15,0,21,0,7,0,0,6, 0,66, 12,0,97,-22,8,-18,0,-79,4,20,0,7, 0,85, 28,29,12,-22,18,-3,0,-36,-1,10,6,-58,15,-63,-4,6,15,12,12,2,21,0,7,7,0,6, 0,66, 12,0,97,-22,24,-18,0,-10,0,20,0,7, 0,85, 28,29,12,-22,18,-2,0,-28,1,10
31661,vyz2NLIC,41,https://lichess.org/vyz2NLIC#41,1k1r2n1/ppp2p2/2nb4/5Bp1/3p1q2/5Q2/PPP2PK1/RN5R b - - 5 21,f4e5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,b,-244,-43,29,-63,45,-1,4,14,16,2,6,13,6,0,0,-3, 0,43, 3,-30,34,21,24,-172,0,-85,-5,6,0,11, 0,50, 5,12,23,0,25,12,0,-31,3,22,-132,-53,29,-72,45,1,4,11,19,2,0,13,13,0,0,-3, 0,43, 3,-30,34,21,25,-107,0,-8,-6,6,0,11, 0,50, 5,12,23,0,23,12,0,-8,4,22
31662,gbcvJRea,66,https://lichess.org/gbcvJRea#66,1r2r1k1/5ppp/4p2n/2qpP3/2b5/P1B1RPQP/1PN3P1/4R2K w - - 15 34,c2d4,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,w,69,71,76,-16,0,2,10,15,15,2,7,7,14,0,0,3, 0,65, 39,8,35,6,18,9,-5,17,10,26,0,7, 0,99, 34,-24,14,27,28,10,2,35,-3,16,163,110,76,15,0,2,12,7,20,2,7,7,14,0,0,3, 0,65, 39,20,35,6,18,9,-5,27,-2,26,0,7, 0,99, 34,-24,12,27,23,10,-3,0,0,16
31663,Zc0E8zpg,21,https://lichess.org/Zc0E8zpg#21,r3kbnr/pp3ppp/2n1p3/3pP3/3B4/2P2N2/P1Q2PPP/qN3RK1 b kq - 0 11,a8c8,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,b,-566,-652,-623,80,-1,-4,7,10,20,2,0,7,21,0,0,7, 0,49, -8,2,3,-8,24,18,0,-28,4,20,0,6, 0,78, 41,4,12,-43,-66,10,0,0,-4,13,-586,-663,-623,70,-1,-4,7,10,20,2,0,7,21,0,0,7, 0,49, -8,2,3,-8,24,18,0,-28,7,20,0,6, 0,78, 41,4,12,-30,-66,10,0,0,-4,16
31664,itVL2mvf,24,https://lichess.org/itVL2mvf#24,r4rk1/pbqnbppp/1p2p3/2p1P3/6n1/2P2N2/PPBNQPPP/R1B2RK1 w - - 3 13,f1e1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,w,-56,-26,0,-26,0,0,9,12,24,3,0,8,24,0,0,-10, 0,112, 41,30,21,-24,17,0,0,-10,9,20,0,-10, 0,125, 54,17,79,-22,10,4,0,0,-8,20,-50,-21,0,-21,0,0,9,12,24,3,0,8,24,0,0,-10, 0,112, 41,30,21,-23,17,0,0,-10,9,20,0,-10, 0,125, 54,17,79,-22,10,4,0,0,-8,20
31665,lkZ37TWB,36,https://lichess.org/lkZ37TWB#36,2krr3/pbp1q1pQ/1p2pp2/4N1b1/3P4/2P2P2/PPB3PP/1K1RR3 w - - 0 19,e5g6,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,w,172,135,61,50,4,4,7,12,20,0,0,7,21,0,0,7, 0,85, 59,45,29,33,23,13,0,-41,-7,26,0,6, 0,56, 22,0,92,8,13,5,0,0,-1,16,227,106,61,26,4,4,5,10,22,2,0,7,21,0,0,7, 0,85, 59,18,27,38,8,13,0,17,-9,26,0,6, 0,56, 22,0,92,12,-7,10,0,-51,-4,16
31666,vKvLEKaw,20,https://lichess.org/vKvLEKaw#20,r1bqkb1r/5ppp/p2p2n1/1ppPn3/4P3/P1N3P1/1P2QPBP/R1B1K1NR w KQkq b6 0 11,f2f4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,w,72,-20,0,-20,0,0,12,15,21,0,16,16,0,0,0,8, 0,144, 59,-2,38,-35,17,-35,0,15,4,28,0,-1, 0,49, 44,39,-14,-22,8,11,0,0,3,28,130,-7,0,-7,0,0,12,12,24,0,16,8,8,0,0,13, 0,128, 68,-2,30,-35,20,-56,0,15,4,36,0,4, 0,40, 44,25,-14,-22,2,11,0,-55,0,28
31667,vKvLEKaw,22,https://lichess.org/vKvLEKaw#22,r2qkb1r/5ppp/p2p2n1/1ppPn3/4PPb1/P1N3P1/1P2Q1BP/R1B1K1NR w KQkq - 1 12,e2c2,1,3,1,0,0,0,0,0,1,0,0,1,0,0,0,w,20,-21,0,-21,0,0,12,12,24,0,16,8,8,0,0,13, 0,128, 68,-2,30,-35,17,-112,0,-20,8,36,0,4, 0,40, 44,25,-7,-24,10,11,0,-62,0,32,39,-16,0,-16,0,0,12,15,21,0,16,8,8,0,0,13, 0,128, 68,-2,30,-35,17,-144,0,30,12,40,0,4, 0,40, 44,25,-5,-24,10,11,0,-55,-1,32
31668,YDmsqLkI,16,https://lichess.org/YDmsqLkI#16,r1bq1rk1/ppp2ppp/2n2n2/3p4/3PP3/2PB1N2/P4PPP/R1BQK2R w KQ d6 0 9,e4e5,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,w,52,-40,14,-52,-2,3,16,11,16,2,0,0,30,0,0,9, 0,79, 28,20,57,-26,8,10,0,16,12,22,0,-1, 0,81, 17,24,2,-26,1,19,0,0,3,14,104,-46,14,-57,-2,3,16,8,19,2,0,7,22,0,0,8, 0,70, 39,20,63,-26,8,10,0,0,8,22,0,-1, 0,81, 16,24,11,-26,-15,7,0,-57,0,11
31669,boUfddxE,62,https://lichess.org/boUfddxE#62,1k3r1r/1p3p1p/p2R2nP/2pPp1P1/P3P3/2P2Q2/1q2NP2/R3K3 w Q - 1 32,a1d1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,w,238,112,72,10,0,7,18,4,11,9,13,6,6,0,0,14, 0,99, 54,8,0,-4,11,-38,30,0,14,54,0,14, 0,36, 1,12,0,0,26,-37,0,-9,-5,18,287,126,72,21,0,7,18,4,11,9,13,6,6,0,0,14, 0,99, 54,8,0,-9,11,-2,30,0,14,54,0,14, 0,36, 1,12,0,0,26,-37,0,-9,-9,18
31670,Ztdc7g3E,16,https://lichess.org/Ztdc7g3E#16,r1bqk2r/p2pbppp/2p1pn2/8/4P3/2NB4/PPP2PPP/R1BQ1RK1 w kq - 4 9,e4e5,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,w,118,73,0,66,0,3,16,13,8,5,0,0,15,15,0,-1, 0,81, 17,11,62,-22,11,10,0,16,16,18,0,3, 0,90, 29,20,46,-26,-3,29,0,0,10,11,178,67,0,61,0,3,19,8,13,5,7,0,15,15,0,-1, 0,81, 17,11,57,-22,11,10,0,0,11,22,0,0, 0,73, 18,30,25,-26,-3,29,0,-57,4,11
31671,EHhsQfip,52,https://lichess.org/EHhsQfip#52,r5k1/1p3pp1/p3p2p/4N3/1PP1n2P/R1P5/4KPP1/8 w - - 0 27,c4c5,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,w,72,39,0,9,0,15,4,3,3,2,7,3,3,7,0,0, 0,31, -8,55,0,26,0,-2,0,27,-1,10,0,56, 0,39, 15,28,0,33,0,8,0,27,0,7,121,34,0,8,0,15,4,3,3,2,7,7,0,7,0,0, 0,52, 12,55,0,38,0,-2,0,27,-1,11,0,56, 0,34, 10,12,0,33,0,8,0,27,0,7
31672,98JH7Ni1,58,https://lichess.org/98JH7Ni1#58,8/2R1n1kp/p4pp1/8/4PP2/6P1/P5BP/1r4K1 w - - 1 30,g2f1,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,w,212,84,39,-18,-5,-2,4,0,3,3,3,0,7,3,0,64, 0,17, 9,0,37,101,0,8,0,0,0,8,0,42, 0,5, -15,12,0,74,0,8,0,-48,-2,6,239,102,39,-14,-5,-2,4,0,3,4,3,0,7,7,0,64, 0,17, 9,0,30,101,0,8,0,-13,-2,8,0,42, 0,5, -15,12,0,70,0,8,0,-80,0,6
31673,k4KFI9jh,26,https://lichess.org/k4KFI9jh#26,r4bnr/4kpp1/p2p1q1p/1pp1n3/2BpP3/N7/PPP2PPP/R1BQ1RK1 w - b6 0 14,c4d5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,w,38,77,-64,134,-2,-3,5,13,24,2,15,7,7,7,0,-1, 0,89, 16,-32,52,-39,16,-11,0,-67,-13,14,0,-1, 0,106, 50,0,-46,-13,-4,-15,0,16,6,36,226,81,-64,139,-2,-3,5,11,27,0,15,7,7,0,0,-1, 0,89, 16,-32,94,-39,16,-11,0,16,-9,14,0,-1, 0,106, 50,0,-46,-13,-9,-15,0,-29,3,36
31674,i2HGzCKu,50,https://lichess.org/i2HGzCKu#50,2rr1b1k/p4qp1/1p3p2/2pn4/8/PP2P3/1B1N1PPP/1QR1R1K1 w - - 0 26,c1c4,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,w,171,16,76,-63,0,2,12,10,17,0,7,7,14,0,0,5, 0,87, 38,22,37,26,18,10,0,17,5,16,0,1, 0,30, 37,6,5,53,28,-33,0,0,2,20,231,15,76,-63,0,2,12,10,17,0,7,7,14,0,0,5, 0,87, 38,22,37,26,24,10,0,17,5,16,0,1, 0,30, 37,6,-5,46,28,-84,0,17,0,20
31675,7bgsiJtf,16,https://lichess.org/7bgsiJtf#16,rq2kb1r/pppn1ppp/2n1p3/3pP3/3P4/3B1Q2/PPPN1PPP/R1B1K2R w KQkq - 1 9,c2c3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,w,109,29,14,11,4,4,13,8,22,0,0,7,22,0,0,6, 0,93, 41,6,16,-26,20,10,0,-13,13,22,0,3, 0,96, 46,23,0,-22,-15,-20,0,0,8,14,184,26,14,8,4,4,13,5,24,0,0,0,30,0,0,6, 0,124, 73,6,15,-26,20,10,0,0,13,25,0,3, 0,96, 46,5,-13,-22,-15,-20,0,0,5,14
